Importance	Ngram	Frequency in tumor_stage Columns	Frequency in Nontumor_stage Columns
41814	wkr	0.0	0.0
41815	wkq	0.0	0.0
41816	wkj	0.0	0.0
41817	wki	0.0	0.0
41818	wkg	0.0	0.0
41819	wkf	0.0	0.0
41820	wkd	0.0	0.0
41821	wm0	0.0	0.0
41822	wkc	0.0	0.0
41823	wkb	0.0	0.0
41824	wka	0.0	0.0
41825	wk_	0.0	0.0010162601626016261
41826	wk:	0.0	0.0
41827	wk9	0.0	0.0
41828	wk8	0.0	0.0
41829	wk7	0.0	0.0
41830	wk6	0.0	0.0
41831	wk5	0.0	0.0
41832	wk4	0.0	0.0
41833	wl-	0.0	0.0
41834	wl0	0.0	0.0
41835	wl1	0.0	0.0005081300813008131
41836	wl2	0.0	0.0005081300813008131
41837	wm-	0.0	0.0
41838	wm)	0.0	0.0
41839	wlz	0.0	0.0
41840	wly	0.0	0.0005081300813008131
41841	wls	0.0	0.0
41842	wlr	0.0	0.0
41843	wln	0.0	0.0
41844	wlm	0.0	0.0
41845	wlk	0.0	0.0
41846	wli	0.0	0.0
41847	wlh	0.0	0.0
41848	wlf	0.0	0.0
41849	wle	0.0	0.0010162601626016261
41850	wld	0.0	0.0005081300813008131
41851	wlc	0.0	0.0
41852	wl_	0.0	0.0
41853	wl9	0.0	0.0005081300813008131
41854	wl8	0.0	0.0005081300813008131
41855	wl7	0.0	0.0005081300813008131
41856	wl6	0.0	0.0005081300813008131
41857	wl5	0.0	0.0005081300813008131
41858	wl4	0.0	0.0005081300813008131
41859	wl3	0.0	0.0005081300813008131
41860	wfn	0.0	0.0
41861	wfm	0.0	0.0
41862	wfk	0.0	0.0
41863	wa)	0.0	0.0
41864	wa9	0.0	0.0
41865	wa8	0.0	0.0
41866	wa7	0.0	0.0005081300813008131
41867	wa6	0.0	0.0
41868	wa5	0.0	0.0
41869	wa4	0.0	0.0
41870	wa3	0.0	0.0005081300813008131
41871	wa2	0.0	0.0
41872	wa1	0.0	0.001524390243902439
41873	wa0	0.0	0.002540650406504065
41874	wa-	0.0	0.0005081300813008131
41875	w_α	0.0	0.0
41876	w_n	0.0	0.0010162601626016261
41877	w_z	0.0	0.0
41878	w_y	0.0	0.0
41879	w_x	0.0	0.0
41880	w_w	0.0	0.0005081300813008131
41881	w_v	0.0	0.0010162601626016261
41882	w_u	0.0	0.0010162601626016261
41883	w_t	0.0	0.001524390243902439
41884	w_s	0.0	0.0040650406504065045
41885	w_r	0.0	0.003048780487804878
41886	w_q	0.0	0.0
41887	w_p	0.0	0.002540650406504065
41888	wa:	0.0	0.0
41889	waa	0.0	0.0
41890	wab	0.0	0.002540650406504065
41891	wac	0.0	0.0005081300813008131
41892	wb1	0.0	0.0005081300813008131
41893	wb0	0.0	0.0
41894	wb-	0.0	0.0
41895	wb+	0.0	0.0
41896	waβ	0.0	0.0005081300813008131
41897	waz	0.0	0.0
41898	way	0.0	0.007621951219512195
41899	wax	0.0	0.0
41900	wav	0.0	0.0005081300813008131
41901	was	0.0	0.003048780487804878
41902	war	0.0	0.0
41903	waq	0.0	0.0
41904	wap	0.0	0.0
41905	wan	0.0	0.003048780487804878
41906	wam	0.0	0.0
41907	wal	0.0	0.0040650406504065045
41908	wak	0.0	0.0
41909	wai	0.0	0.0
41910	wah	0.0	0.0005081300813008131
41911	wag	0.0	0.0
41912	waf	0.0	0.0
41913	wae	0.0	0.0
41914	wad	0.0	0.0
41915	w_o	0.0	0.0
41916	w_m	0.0	0.0020325203252032522
41917	wb3	0.0	0.0005081300813008131
41918	w9_	0.0	0.0
41919	w;c	0.0	0.0
41920	w;_	0.0	0.0
41921	w:_	0.0	0.0
41922	w9z	0.0	0.0
41923	w9y	0.0	0.0
41924	w9v	0.0	0.0
41925	w9t	0.0	0.0
41926	w9n	0.0	0.0
41927	w9j	0.0	0.0
41928	w9i	0.0	0.0
41929	w9c	0.0	0.0
41930	w99	0.0	0.0
41931	w_l	0.0	0.002540650406504065
41932	w98	0.0	0.0
41933	w97	0.0	0.0
41934	w96	0.0	0.0
41935	w95	0.0	0.0
41936	w94	0.0	0.0005081300813008131
41937	w93	0.0	0.0005081300813008131
41938	w92	0.0	0.0
41939	w91	0.0	0.0
41940	w90	0.0	0.0005081300813008131
41941	w9-	0.0	0.0
41942	w8s	0.0	0.0
41943	w]_	0.0	0.0
41944	w_#	0.0	0.0
41945	w_(	0.0	0.001524390243902439
41946	w_+	0.0	0.0005081300813008131
41947	w_k	0.0	0.0005081300813008131
41948	w_j	0.0	0.0
41949	w_i	0.0	0.0010162601626016261
41950	w_h	0.0	0.001524390243902439
41951	w_g	0.0	0.0
41952	w_f	0.0	0.0010162601626016261
41953	w_e	0.0	0.0010162601626016261
41954	w_d	0.0	0.0020325203252032522
41955	w_c	0.0	0.004573170731707317
41956	w_b	0.0	0.001524390243902439
41957	w_a	0.0	0.001524390243902439
41958	w_[	0.0	0.0010162601626016261
41959	w_9	0.0	0.0
41960	w_8	0.0	0.0
41961	w_7	0.0	0.0
41962	w_6	0.0	0.0
41963	w_5	0.0	0.0010162601626016261
41964	w_4	0.0	0.0010162601626016261
41965	w_3	0.0	0.001524390243902439
41966	w_2	0.0	0.002540650406504065
41967	w_1	0.0	0.0020325203252032522
41968	w_0	0.0	0.0
41969	w_-	0.0	0.0
41970	wb2	0.0	0.0005081300813008131
41971	wb4	0.0	0.0005081300813008131
41972	wfj	0.0	0.0005081300813008131
41973	we3	0.0	0.0
41974	wei	0.0	0.001524390243902439
41975	weh	0.0	0.0
41976	weg	0.0	0.0
41977	wed	0.0	0.003556910569105691
41978	wec	0.0	0.0
41979	web	0.0	0.0005081300813008131
41980	wea	0.0	0.0
41981	we_	0.0	0.0005081300813008131
41982	we;	0.0	0.0
41983	we:	0.0	0.0
41984	we4	0.0	0.0
41985	we2	0.0	0.0
41986	wdf	0.0	0.0
41987	we1	0.0	0.0
41988	we/	0.0	0.0
41989	we-	0.0	0.0
41990	we)	0.0	0.0
41991	wdt	0.0	0.0
41992	wdr	0.0	0.0005081300813008131
41993	wdq	0.0	0.0
41994	wdp	0.0	0.0
41995	wdo	0.0	0.0005081300813008131
41996	wdm	0.0	0.0005081300813008131
41997	wdl	0.0	0.0
41998	wel	0.038461538461538464	0.00508130081300813
41999	wem	0.0	0.0
42000	wen	0.0	0.0
42001	weo	0.0	0.0
42002	wfi	0.0	0.0
42003	wfh	0.0	0.0
42004	wff	0.0	0.0
42005	wfb	0.0	0.0
42006	wfa	0.0	0.0
42007	wf_	0.0	0.0010162601626016261
42008	wf]	0.0	0.0
42009	wf:	0.0	0.0
42010	wf9	0.0	0.0
42011	wf5	0.0	0.0
42012	wf4	0.0	0.0
42013	wf3	0.0	0.0
42014	wf1	0.0	0.0
42015	wf0	0.0	0.0
42016	wf-	0.0	0.0005081300813008131
42017	wf)	0.0	0.0
42018	wez	0.0	0.0
42019	wey	0.0	0.0
42020	wev	0.0	0.0
42021	wet	0.0	0.0
42022	wes	0.0	0.0005081300813008131
42023	wer	0.0	0.005589430894308943
42024	weq	0.0	0.0
42025	wdh	0.0	0.0
42026	wde	0.0	0.0
42027	wb5	0.0	0.0005081300813008131
42028	wbl	0.0	0.0
42029	wc3	0.0	0.0
42030	wc2	0.0	0.0
42031	wc1	0.0	0.0
42032	wc0	0.0	0.0
42033	wc-	0.0	0.0
42034	wbv	0.0	0.0
42035	wbs	0.0	0.0
42036	wbr	0.0	0.0
42037	wbp	0.0	0.0
42038	wbo	0.0	0.0010162601626016261
42039	wbm	0.0	0.0
42040	wbk	0.0	0.0
42041	wdc	0.0	0.0
42042	wbj	0.0	0.0005081300813008131
42043	wbg	0.0	0.0
42044	wbc	0.0	0.0
42045	wbb	0.0	0.0005081300813008131
42046	wba	0.0	0.0
42047	wb_	0.0	0.0010162601626016261
42048	wb:	0.0	0.0
42049	wb9	0.0	0.0005081300813008131
42050	wb8	0.0	0.0005081300813008131
42051	wb7	0.0	0.0005081300813008131
42052	wb6	0.0	0.0005081300813008131
42053	wc4	0.0	0.0
42054	wc6	0.0	0.0
42055	wc_	0.0	0.0010162601626016261
42056	wca	0.0	0.0
42057	wda	0.0	0.0
42058	wd_	0.0	0.0005081300813008131
42059	wd:	0.0	0.0
42060	wd8	0.0	0.0
42061	wd5	0.0	0.0
42062	wd4	0.0	0.0
42063	wd3	0.0	0.0
42064	wd2	0.0	0.0
42065	wd1	0.0	0.0005081300813008131
42066	wd-	0.0	0.0
42067	wcy	0.0	0.0
42068	wcx	0.0	0.0
42069	wct	0.0	0.0
42070	wcr	0.0	0.0
42071	wcn	0.0	0.0
42072	wcm	0.0	0.0005081300813008131
42073	wcl	0.0	0.0
42074	wck	0.0	0.0
42075	wci	0.0	0.0
42076	wcf	0.0	0.0
42077	wce	0.0	0.001524390243902439
42078	wcd	0.0	0.0
42079	wcb	0.0	0.0005081300813008131
42080	wo_	0.0	0.002540650406504065
42081	wob	0.0	0.0
42082	w8l	0.0	0.0
42083	x+x	0.0	0.0
42084	x-9	0.0	0.0005081300813008131
42085	x-8	0.0	0.0
42086	x-7	0.0	0.0005081300813008131
42087	x-6	0.0	0.0
42088	x-5	0.0	0.0
42089	x-4	0.0	0.0010162601626016261
42090	x-3	0.0	0.0005081300813008131
42091	x-2	0.0	0.001524390243902439
42092	x-1	0.0	0.0020325203252032522
42093	x-0	0.0	0.001524390243902439
42094	x-/	0.0	0.0
42095	x+v	0.0	0.0
42096	x-a	0.0	0.0010162601626016261
42097	x+t	0.0	0.0005081300813008131
42098	x+s	0.0	0.0
42099	x+r	0.0	0.0
42100	x+n	0.0	0.0
42101	x+m	0.0	0.0
42102	x+j	0.0	0.0
42103	x+i	0.0	0.0
42104	x+g	0.0	0.0
42105	x+f	0.0	0.0
42106	x+d	0.0	0.0
42107	x+c	0.0	0.0005081300813008131
42108	x-_	0.0	0.0005081300813008131
42109	x-b	0.0	0.0010162601626016261
42110	woc	0.0	0.0005081300813008131
42111	x-p	0.0	0.0005081300813008131
42112	x/+	0.0	0.0005081300813008131
42113	x-z	0.0	0.0
42114	x-y	0.0	0.0
42115	x-x	0.0	0.0
42116	x-w	0.0	0.0
42117	x-v	0.0	0.0005081300813008131
42118	x-u	0.0	0.0
42119	x-t	0.0	0.0
42120	x-s	0.0	0.0005081300813008131
42121	x-r	0.0	0.0005081300813008131
42122	x-q	0.0	0.0
42123	x-o	0.0	0.0
42124	x-c	0.0	0.0010162601626016261
42125	x-n	0.0	0.0005081300813008131
42126	x-m	0.0	0.0005081300813008131
42127	x-l	0.0	0.0
42128	x-k	0.0	0.0
42129	x-j	0.0	0.0
42130	x-i	0.0	0.0005081300813008131
42131	x-h	0.0	0.0
42132	x-g	0.0	0.0005081300813008131
42133	x-f	0.0	0.0005081300813008131
42134	x-e	0.0	0.001524390243902439
42135	x-d	0.0	0.0010162601626016261
42136	x+a	0.0	0.0
42137	x+_	0.0	0.0010162601626016261
42138	x+8	0.0	0.0
42139	wz4	0.0	0.0
42140	wzj	0.0	0.0
42141	wzh	0.0	0.0
42142	wzg	0.0	0.0
42143	wze	0.0	0.0
42144	wzd	0.0	0.0
42145	wza	0.0	0.0
42146	wz_	0.0	0.0005081300813008131
42147	wz:	0.0	0.0
42148	wz9	0.0	0.0
42149	wz8	0.0	0.0
42150	wz7	0.0	0.0
42151	wz3	0.0	0.0
42152	x+7	0.0	0.0
42153	wz2	0.0	0.0
42154	wz1	0.0	0.0
42155	wz0	0.0	0.0
42156	wyz	0.0	0.0
42157	wyx	0.0	0.0
42158	wyw	0.0	0.0
42159	wyv	0.0	0.0
42160	wyr	0.0	0.0
42161	wyq	0.0	0.0
42162	wyp	0.0	0.0
42163	wyo	0.0	0.0
42164	wzl	0.0	0.0
42165	wzm	0.0	0.0
42166	wzr	0.0	0.0
42167	wzt	0.0	0.0
42168	x+4	0.0	0.0
42169	x+3	0.0	0.0
42170	x+2	0.0	0.0
42171	x+1	0.0	0.0
42172	x+0	0.0	0.0
42173	x+/	0.0	0.0
42174	x+)	0.0	0.0
42175	x)b	0.0	0.0
42176	x)_	0.0	0.003048780487804878
42177	x)-	0.0	0.0
42178	x)(	0.0	0.0
42179	x(t	0.0	0.0
42180	x(s	0.0	0.0
42181	x(f	0.0	0.0
42182	x(e	0.0	0.0
42183	x(c	0.0	0.0
42184	x(1	0.0	0.0
42185	x(-	0.0	0.0
42186	x(+	0.0	0.0
42187	x#4	0.0	0.0
42188	x#3	0.0	0.0005081300813008131
42189	x#2	0.0	0.0
42190	x#1	0.0	0.0
42191	x/-	0.0	0.0005081300813008131
42192	x/b	0.0	0.0005081300813008131
42193	x/c	0.0	0.0
42194	x22	0.0	0.0020325203252032522
42195	x2a	0.0	0.0
42196	x2]	0.0	0.0
42197	x2[	0.0	0.0
42198	x2:	0.0	0.0
42199	x29	0.0	0.0020325203252032522
42200	x28	0.0	0.001524390243902439
42201	x27	0.0	0.0010162601626016261
42202	x26	0.0	0.0010162601626016261
42203	x25	0.0	0.0005081300813008131
42204	x24	0.0	0.001524390243902439
42205	x23	0.0	0.003048780487804878
42206	x21	0.0	0.002540650406504065
42207	x1r	0.0	0.0
42208	x20	0.0	0.002540650406504065
42209	x2/	0.0	0.0
42210	x2-	0.0	0.003048780487804878
42211	x2+	0.0	0.0
42212	x2)	0.0	0.0
42213	x2(	0.0	0.0
42214	x2#	0.0	0.0
42215	x1y	0.0	0.0
42216	x1x	0.0	0.0
42217	x1w	0.0	0.0
42218	x1t	0.0	0.0005081300813008131
42219	x2b	0.0	0.0
42220	x2c	0.0	0.0
42221	x2d	0.0	0.0
42222	x2e	0.0	0.0
42223	x3:	0.0	0.0
42224	x39	0.0	0.001524390243902439
42225	x38	0.0	0.001524390243902439
42226	x37	0.0	0.001524390243902439
42227	x36	0.0	0.001524390243902439
42228	x35	0.0	0.001524390243902439
42229	x34	0.0	0.001524390243902439
42230	x33	0.0	0.001524390243902439
42231	x32	0.0	0.001524390243902439
42232	x31	0.0	0.001524390243902439
42233	x30	0.0	0.001524390243902439
42234	x3-	0.0	0.0010162601626016261
42235	x3+	0.0	0.0
42236	x3'	0.0	0.0
42237	x2x	0.0	0.0
42238	x2p	0.0	0.0005081300813008131
42239	x2o	0.0	0.0
42240	x2n	0.0	0.0
42241	x2m	0.0	0.0
42242	x2k	0.0	0.0
42243	x2j	0.0	0.0
42244	x2h	0.0	0.0
42245	x2g	0.0	0.0010162601626016261
42246	x1s	0.0	0.0005081300813008131
42247	x1p	0.0	0.0
42248	x/d	0.0	0.0005081300813008131
42249	x00	0.0	0.0005081300813008131
42250	x0_	0.0	0.0
42251	x0:	0.0	0.0
42252	x09	0.0	0.0
42253	x08	0.0	0.0
42254	x07	0.0	0.0005081300813008131
42255	x06	0.0	0.0
42256	x05	0.0	0.0
42257	x04	0.0	0.0
42258	x03	0.0	0.0
42259	x02	0.0	0.0
42260	x01	0.0	0.0005081300813008131
42261	x/y	0.0	0.0
42262	x1n	0.0	0.0
42263	x/w	0.0	0.0
42264	x/t	0.0	0.0
42265	x/s	0.0	0.0
42266	x/r	0.0	0.0
42267	x/p	0.0	0.0005081300813008131
42268	x/m	0.0	0.0
42269	x/k	0.0	0.0
42270	x/i	0.0	0.0
42271	x/g	0.0	0.0005081300813008131
42272	x/f	0.0	0.0
42273	x/e	0.0	0.0
42274	x0w	0.0	0.0
42275	x1#	0.0	0.0
42276	x1)	0.0	0.0
42277	x1+	0.0	0.0
42278	x1m	0.0	0.0
42279	x1l	0.0	0.0
42280	x1k	0.0	0.0005081300813008131
42281	x1h	0.0	0.0
42282	x1g	0.0	0.0
42283	x1f	0.0	0.0
42284	x1d	0.0	0.0
42285	x1c	0.0	0.0005081300813008131
42286	x1b	0.0	0.0
42287	x1a	0.0	0.0
42288	x1_	0.0	0.012195121951219513
42289	x1]	0.0	0.0
42290	x1:	0.0	0.0
42291	x19	0.0	0.0020325203252032522
42292	x18	0.0	0.001524390243902439
42293	x17	0.0	0.004573170731707317
42294	x16	0.0	0.002540650406504065
42295	x15	0.0	0.0040650406504065045
42296	x13	0.0	0.003556910569105691
42297	x11	0.0	0.004573170731707317
42298	x10	0.0	0.006097560975609756
42299	x1/	0.0	0.0
42300	x1-	0.0	0.002540650406504065
42301	wyl	0.0	0.0
42302	wyk	0.0	0.0
42303	wyj	0.0	0.0
42304	wrf	0.0	0.0
42305	ws(	0.0	0.0005081300813008131
42306	wry	0.0	0.0
42307	wrv	0.0	0.0
42308	wru	0.0	0.0005081300813008131
42309	wrs	0.0	0.0005081300813008131
42310	wrr	0.0	0.0
42311	wro	0.0	0.0
42312	wrn	0.0	0.0005081300813008131
42313	wrl	0.0	0.0
42314	wri	0.0	0.0
42315	wrh	0.0	0.0
42316	wre	0.0	0.0
42317	wqu	0.0	0.0
42318	wrc	0.0	0.0
42319	wrb	0.0	0.0
42320	wra	0.0	0.0
42321	wr_	0.0	0.0
42322	wr:	0.0	0.0
42323	wr7	0.0	0.0
42324	wr6	0.0	0.0
42325	wr4	0.0	0.0
42326	wr2	0.0	0.0005081300813008131
42327	wr1	0.0	0.0
42328	wr-	0.0	0.0
42329	ws)	0.0	0.0
42330	ws-	0.0	0.0005081300813008131
42331	ws/	0.0	0.0
42332	ws0	0.0	0.0
42333	wsr	0.0	0.0
42334	wso	0.0	0.0005081300813008131
42335	wsn	0.0	0.0005081300813008131
42336	wsm	0.0	0.0
42337	wsl	0.0	0.0
42338	wsk	0.0	0.0
42339	wsh	0.0	0.0
42340	wsg	0.0	0.0
42341	wsf	0.0	0.0
42342	wse	0.0	0.0
42343	wsd	0.0	0.0
42344	wsc	0.0	0.0
42345	wsb	0.0	0.0
42346	wsa	0.0	0.0
42347	ws_	0.0	0.001524390243902439
42348	ws]	0.0	0.0
42349	ws:	0.0	0.0
42350	ws8	0.0	0.0
42351	ws5	0.0	0.0010162601626016261
42352	ws4	0.0	0.0
42353	ws3	0.0	0.0
42354	ws2	0.0	0.0
42355	ws1	0.0	0.0005081300813008131
42356	wqw	0.0	0.0
42357	wqr	0.0	0.0
42358	wst	0.0	0.0
42359	wou	0.0	0.001524390243902439
42360	wp]	0.0	0.0
42361	wp:	0.0	0.0
42362	wp5	0.0	0.0
42363	wp4	0.0	0.0
42364	wp3	0.0	0.0
42365	wp2	0.0	0.0
42366	wp1	0.0	0.0
42367	wp-	0.0	0.0
42368	wp)	0.0	0.0
42369	wox	0.0	0.0
42370	wow	0.0	0.0
42371	wot	0.0	0.0
42372	wqq	0.0	0.0
42373	wor	0.0	0.0005081300813008131
42374	wop	0.0	0.0
42375	woo	0.0	0.0005081300813008131
42376	won	0.0	0.0
42377	wom	0.0	0.0005081300813008131
42378	wol	0.0	0.0
42379	wok	0.0	0.0
42380	wog	0.0	0.0
42381	wof	0.0	0.0
42382	woe	0.0	0.0
42383	wod	0.0	0.0
42384	wp_	0.0	0.001524390243902439
42385	wpa	0.0	0.0
42386	wpb	0.0	0.0
42387	wpc	0.0	0.0005081300813008131
42388	wqp	0.0	0.0
42389	wqm	0.0	0.0
42390	wqh	0.0	0.0
42391	wqe	0.0	0.0
42392	wqc	0.0	0.0
42393	wqb	0.0	0.0
42394	wq_	0.0	0.0
42395	wq:	0.0	0.0
42396	wq9	0.0	0.0
42397	wq7	0.0	0.0
42398	wpx	0.0	0.0
42399	wpt	0.0	0.0
42400	wps	0.0	0.0
42401	wpr	0.0	0.0
42402	wpo	0.0	0.0
42403	wpn	0.0	0.0
42404	wpm	0.0	0.0005081300813008131
42405	wpl	0.0	0.0
42406	wpk	0.0	0.0
42407	wpi	0.0	0.0
42408	wpf	0.0	0.0
42409	wpe	0.0	0.0
42410	wpd	0.0	0.0
42411	wss	0.0	0.0
42412	wsu	0.0	0.0010162601626016261
42413	wyi	0.0	0.0
42414	wvb	0.0	0.0
42415	wwb	0.0	0.0
42416	wwa	0.0	0.0
42417	ww_	0.0	0.0
42418	ww7	0.0	0.0
42419	ww1	0.0	0.0
42420	wvt	0.0	0.0
42421	wvr	0.0	0.0
42422	wvp	0.0	0.0
42423	wvl	0.0	0.0
42424	wve	0.0	0.0
42425	wvc	0.0	0.0
42426	wv_	0.0	0.0
42427	wul	0.0	0.0
42428	wv2	0.0	0.0
42429	wv-	0.0	0.0
42430	wu，	0.0	0.0
42431	wuy	0.0	0.0
42432	wuv	0.0	0.0
42433	wuu	0.0	0.0
42434	wut	0.0	0.0
42435	wus	0.0	0.0
42436	wur	0.0	0.0
42437	wup	0.0	0.0005081300813008131
42438	wuo	0.0	0.0
42439	wwc	0.0	0.0
42440	wwg	0.0	0.0
42441	wwi	0.0	0.0
42442	wwl	0.0	0.0
42443	wyf	0.0	0.0005081300813008131
42444	wy_	0.0	0.0005081300813008131
42445	wy6	0.0	0.0
42446	wy5	0.0	0.0
42447	wy3	0.0	0.0
42448	wy1	0.0	0.0
42449	wy-	0.0	0.0
42450	wxy	0.0	0.0005081300813008131
42451	wxw	0.0	0.0
42452	wxs	0.0	0.0
42453	wxr	0.0	0.0
42454	wxl	0.0	0.0
42455	wxf	0.0	0.0
42456	wx_	0.0	0.0
42457	wx0	0.0	0.0
42458	wx-	0.0	0.0005081300813008131
42459	wwz	0.0	0.0
42460	wwy	0.0	0.0
42461	wwt	0.0	0.0010162601626016261
42462	wws	0.0	0.0
42463	wwr	0.0	0.0
42464	wwp	0.0	0.0
42465	wwo	0.0	0.0
42466	wum	0.0	0.0
42467	wuj	0.0	0.0
42468	wsv	0.0	0.0
42469	wt5	0.0	0.0005081300813008131
42470	wtd	0.0	0.0005081300813008131
42471	wtc	0.0	0.0040650406504065045
42472	wtb	0.0	0.001524390243902439
42473	wta	0.0	0.0010162601626016261
42474	wt]	0.0	0.0
42475	wt;	0.0	0.0
42476	wt:	0.0	0.0
42477	wt9	0.0	0.0
42478	wt8	0.0	0.0
42479	wt7	0.0	0.0
42480	wt6	0.0	0.0
42481	wt4	0.0	0.0005081300813008131
42482	wuh	0.0	0.0005081300813008131
42483	wt2	0.0	0.005589430894308943
42484	wt0	0.0	0.0
42485	wt/	0.0	0.003048780487804878
42486	wt+	0.0	0.0010162601626016261
42487	wt)	0.0	0.004573170731707317
42488	wt(	0.0	0.0
42489	wt%	0.0	0.0005081300813008131
42490	wt#	0.0	0.0005081300813008131
42491	wsz	0.0	0.0
42492	wsx	0.0	0.0
42493	wsw	0.0	0.0
42494	wte	0.0	0.0
42495	wtf	0.0	0.0
42496	wtg	0.0	0.0
42497	wth	0.0	0.009146341463414634
42498	wue	0.0	0.0
42499	wu_	0.0	0.0005081300813008131
42500	wu:	0.0	0.0
42501	wu1	0.0	0.0
42502	wu0	0.0	0.0
42503	wt{	0.0	0.0005081300813008131
42504	wtz	0.0	0.0
42505	wty	0.0	0.0
42506	wtx	0.0	0.0
42507	wtw	0.0	0.0005081300813008131
42508	wtv	0.0	0.0
42509	wtu	0.0	0.0
42510	wtt	0.0	0.0005081300813008131
42511	wts	0.0	0.001524390243902439
42512	wtr	0.0	0.001524390243902439
42513	wtp	0.0	0.0
42514	wto	0.0	0.0005081300813008131
42515	wtn	0.0	0.0
42516	wtm	0.0	0.0
42517	wtl	0.0	0.0
42518	wtk	0.0	0.0
42519	wtj	0.0	0.0
42520	wti	0.0	0.0005081300813008131
42521	w8n	0.0	0.0
42522	w8i	0.0	0.0
42523	vfh	0.0	0.0
42524	vph	0.0	0.0
42525	vpx	0.0	0.0
42526	vpu	0.0	0.0
42527	vpt	0.0	0.0
42528	vps	0.0	0.0005081300813008131
42529	vpr	0.0	0.0005081300813008131
42530	vpq	0.0	0.0
42531	vpo	0.0	0.0
42532	vpm	0.0	0.0
42533	vpl	0.0	0.0005081300813008131
42534	vpk	0.0	0.0
42535	vpj	0.0	0.0
42536	vpf	0.0	0.0
42537	vq3	0.0	0.0
42538	vpd	0.0	0.0
42539	vpc	0.0	0.0005081300813008131
42540	vpb	0.0	0.0
42541	vpa	0.0	0.0
42542	vp_	0.0	0.0005081300813008131
42543	vp9	0.0	0.0
42544	vp8	0.0	0.0
42545	vp7	0.0	0.0
42546	vp6	0.0	0.0
42547	vp5	0.0	0.0
42548	vp4	0.0	0.0
42549	vq2	0.0	0.0
42550	vq_	0.0	0.0
42551	vuj	0.0	0.0
42552	vr-	0.0	0.0
42553	vra	0.0	0.0
42554	vr_	0.0	0.0010162601626016261
42555	vr;	0.0	0.0
42556	vr:	0.0	0.0
42557	vr7	0.0	0.0
42558	vr6	0.0	0.0
42559	vr4	0.0	0.0
42560	vr3	0.0	0.0
42561	vr2	0.0	0.0
42562	vr1	0.0	0.0
42563	vr0	0.0	0.0
42564	vr)	0.0	0.0
42565	vqc	0.0	0.0
42566	vqz	0.0	0.0
42567	vqx	0.0	0.0
42568	vqu	0.0	0.0
42569	vqr	0.0	0.0
42570	vqq	0.0	0.0
42571	vqo	0.0	0.0
42572	vqn	0.0	0.0
42573	vqk	0.0	0.0
42574	vqi	0.0	0.0
42575	vqg	0.0	0.0
42576	vqf	0.0	0.0
42577	vp3	0.0	0.0
42578	vp2	0.0	0.0
42579	vp1	0.0	0.0005081300813008131
42580	vnt	0.0	0.0
42581	vo;	0.0	0.0
42582	vo:	0.0	0.0
42583	vo9	0.0	0.0
42584	vo2	0.0	0.0
42585	vo-	0.0	0.0005081300813008131
42586	vo+	0.0	0.0
42587	vo)	0.0	0.0
42588	vo(	0.0	0.0
42589	vny	0.0	0.0
42590	vnx	0.0	0.0
42591	vnu	0.0	0.0
42592	vns	0.0	0.0005081300813008131
42593	vp0	0.0	0.0
42594	vnr	0.0	0.0
42595	vnp	0.0	0.0
42596	vno	0.0	0.0
42597	vnn	0.0	0.0
42598	vnl	0.0	0.0
42599	vnh	0.0	0.0
42600	vng	0.0	0.0
42601	vnf	0.0	0.0
42602	vne	0.0	0.0005081300813008131
42603	vnd	0.0	0.0
42604	vnc	0.0	0.0
42605	vo]	0.0	0.0
42606	vo_	0.0	0.007621951219512195
42607	voa	0.0	0.0
42608	vob	0.0	0.0
42609	vp-	0.0	0.0
42610	vp)	0.0	0.0
42611	voz	0.0	0.0
42612	voy	0.0	0.0005081300813008131
42613	vox	0.0	0.0
42614	vov	0.0	0.0
42615	vou	0.0	0.0005081300813008131
42616	vot	0.0	0.0
42617	vos	0.0	0.0
42618	vor	0.0	0.001524390243902439
42619	vop	0.0	0.0
42620	voo	0.0	0.0
42621	von	0.0	0.0005081300813008131
42622	vom	0.0	0.0
42623	vol	0.0	0.003556910569105691
42624	vok	0.0	0.0
42625	voj	0.0	0.0
42626	voi	0.0	0.0005081300813008131
42627	voh	0.0	0.0
42628	vog	0.0	0.0005081300813008131
42629	vof	0.0	0.0005081300813008131
42630	vod	0.0	0.0
42631	voc	0.0	0.0
42632	vrb	0.0	0.0
42633	vrc	0.0	0.0
42634	vre	0.0	0.0
42635	vta	0.0	0.0
42636	vto	0.0	0.0005081300813008131
42637	vtn	0.0	0.0
42638	vtk	0.0	0.0
42639	vtj	0.0	0.0
42640	vti	0.0	0.0
42641	vth	0.0	0.0005081300813008131
42642	vtg	0.0	0.0
42643	vtf	0.0	0.0
42644	vte	0.0	0.0
42645	vtc	0.0	0.0
42646	vtb	0.0	0.0
42647	vt_	0.0	0.0010162601626016261
42648	vt)	0.0	0.0
42649	vt9	0.0	0.0
42650	vt8	0.0	0.0
42651	vt7	0.0	0.0
42652	vt6	0.0	0.0
42653	vt5	0.0	0.0
42654	vt4	0.0	0.0
42655	vt3	0.0	0.0
42656	vt2	0.0	0.0
42657	vt1	0.0	0.0
42658	vt0	0.0	0.0
42659	vt-	0.0	0.0005081300813008131
42660	vtp	0.0	0.0005081300813008131
42661	vtr	0.0	0.0005081300813008131
42662	vts	0.0	0.0
42663	vtt	0.0	0.0005081300813008131
42664	vuh	0.0	0.0
42665	vug	0.0	0.0
