Importance	Ngram	Frequency in tumor_stage Columns	Frequency in Nontumor_stage Columns
14793	aqe	0.0	0.0
14794	aqd	0.0	0.0
14795	aqc	0.0	0.0
14796	aqb	0.0	0.0
14797	aqa	0.0	0.0
14798	aq_	0.0	0.0
14799	aq9	0.0	0.0
14800	aq8	0.0	0.0
14801	aq5	0.0	0.0
14802	aq2	0.0	0.0
14803	aq1	0.0	0.0
14804	aqs	0.0	0.0
14805	aqt	0.0	0.0
14806	aqu	0.0	0.0010162601626016261
14807	aqv	0.0	0.0
14808	ar]	0.0	0.0
14809	ar[	0.0	0.0
14810	ar;	0.0	0.0
14811	ar:	0.0	0.0
14812	ar9	0.0	0.0
14813	ar8	0.0	0.001524390243902439
14814	ar7	0.0	0.0
14815	ar6	0.0	0.0
14816	ar5	0.0	0.0005081300813008131
14817	ar4	0.0	0.0010162601626016261
14818	ar3	0.0	0.001524390243902439
14819	ar2	0.0	0.002540650406504065
14820	ar1	0.0	0.0020325203252032522
14821	ar0	0.0	0.0
14822	ar/	0.0	0.0005081300813008131
14823	ar-	0.0	0.0066056910569105695
14824	ar+	0.0	0.0
14825	ar(	0.0	0.0010162601626016261
14826	ar#	0.0	0.0
14827	aqz	0.0	0.0
14828	aqy	0.0	0.0
14829	aqx	0.0	0.0
14830	aqw	0.0	0.0
14831	aq0	0.0	0.0
14832	apα	0.0	0.0
14833	aol	0.0	0.0
14834	aoy	0.0	0.0020325203252032522
14835	ap5	0.0	0.0010162601626016261
14836	ap4	0.0	0.001524390243902439
14837	ap3	0.0	0.001524390243902439
14838	ap1	0.0	0.006097560975609756
14839	ap0	0.0	0.0
14840	ap/	0.0	0.001524390243902439
14841	ap+	0.0	0.0010162601626016261
14842	ap)	0.0	0.0005081300813008131
14843	ap(	0.0	0.0
14844	ap#	0.0	0.0
14845	aoz	0.0	0.0005081300813008131
14846	aox	0.0	0.0
14847	apz	0.0	0.0
14848	aow	0.0	0.0
14849	aov	0.0	0.0005081300813008131
14850	aou	0.0	0.0
14851	aot	0.0	0.0
14852	aos	0.0	0.001524390243902439
14853	aor	0.0	0.00508130081300813
14854	aoq	0.0	0.0
14855	aop	0.0	0.0
14856	aoo	0.0	0.0
14857	aon	0.0	0.0
14858	aom	0.0	0.0005081300813008131
14859	ap6	0.0	0.0
14860	ap7	0.0	0.0
14861	ap8	0.0	0.0
14862	ap9	0.0	0.0005081300813008131
14863	apx	0.0	0.0
14864	apw	0.0	0.0
14865	apv	0.0	0.0005081300813008131
14866	apu	0.0	0.0010162601626016261
14867	aps	0.038461538461538464	0.003556910569105691
14868	apr	0.0	0.0005081300813008131
14869	apq	0.0	0.0
14870	apo	0.0	0.0020325203252032522
14871	apn	0.0	0.0010162601626016261
14872	apm	0.0	0.0020325203252032522
14873	apl	0.038461538461538464	0.004573170731707317
14874	apk	0.0	0.002540650406504065
14875	apj	0.0	0.0010162601626016261
14876	api	0.0	0.042682926829268296
14877	aph	0.038461538461538464	0.008130081300813009
14878	apg	0.0	0.0005081300813008131
14879	apf	0.0	0.0005081300813008131
14880	ape	0.0	0.0020325203252032522
14881	apd	0.0	0.0005081300813008131
14882	apc	0.0	0.004573170731707317
14883	apb	0.0	0.0
14884	ap_	0.0	0.024390243902439025
14885	ap:	0.0	0.0
14886	alr	0.0	0.003048780487804878
14887	alq	0.0	0.0
14888	alp	0.0	0.007113821138211382
14889	ahy	0.0	0.0005081300813008131
14890	ai4	0.0	0.0005081300813008131
14891	ai3	0.0	0.0005081300813008131
14892	ai2	0.0	0.0005081300813008131
14893	ai1	0.0	0.0005081300813008131
14894	ai0	0.0	0.0005081300813008131
14895	ai/	0.0	0.0
14896	ai-	0.0	0.0
14897	ai+	0.0	0.0
14898	ai)	0.0	0.0005081300813008131
14899	ai#	0.0	0.0
14900	ahz	0.0	0.0
14901	ahx	0.0	0.0
14902	ahj	0.0	0.0
14903	ahw	0.0	0.0005081300813008131
14904	ahv	0.0	0.0
14905	ahu	0.0	0.0
14906	aht	0.0	0.0005081300813008131
14907	ahs	0.0	0.0
14908	ahr	0.0	0.0005081300813008131
14909	ahq	0.0	0.0
14910	ahp	0.0	0.0
14911	ahn	0.0	0.0
14912	ahm	0.0	0.0
14913	ahl	0.0	0.0010162601626016261
14914	ai5	0.0	0.0005081300813008131
14915	ai6	0.0	0.0005081300813008131
14916	ai7	0.0	0.0005081300813008131
14917	ai8	0.0	0.0005081300813008131
14918	aiv	0.0	0.013719512195121951
14919	aiu	0.0	0.0
14920	ait	0.0	0.001524390243902439
14921	ais	0.0	0.0010162601626016261
14922	air	0.038461538461538464	0.013719512195121951
14923	aiq	0.0	0.0
14924	aip	0.0	0.0
14925	aio	0.0	0.0
14926	aim	0.0	0.0
14927	ail	0.0	0.004573170731707317
14928	aik	0.0	0.0
14929	aij	0.0	0.0
14930	aii	0.0	0.0
14931	aih	0.0	0.0
14932	aig	0.0	0.0005081300813008131
14933	aif	0.0	0.0
14934	aie	0.0	0.0010162601626016261
14935	aid	0.0	0.0010162601626016261
14936	aic	0.0	0.0
14937	aib	0.0	0.0005081300813008131
14938	aia	0.0	0.0
14939	ai_	0.0	0.004573170731707317
14940	ai9	0.0	0.0
14941	ahk	0.0	0.0
14942	ahi	0.0	0.0
14943	aix	0.0	0.0
14944	agj	0.0	0.0005081300813008131
14945	agu	0.0	0.0040650406504065045
14946	agt	0.0	0.00508130081300813
14947	ags	0.0	0.003556910569105691
14948	agr	0.0	0.0005081300813008131
14949	agq	0.0	0.0
14950	agp	0.0	0.0005081300813008131
14951	ago	0.0	0.005589430894308943
14952	agn	0.0	0.028963414634146343
14953	agm	0.0	0.0020325203252032522
14954	agl	0.0	0.0010162601626016261
14955	agk	0.0	0.0
14956	agh	0.0	0.0
14957	ahh	0.0	0.0
14958	agg	0.0	0.008130081300813009
14959	agf	0.0	0.0
14960	agd	0.0	0.0
14961	agc	0.0	0.004573170731707317
14962	agb	0.0	0.001524390243902439
14963	aga	0.0	0.007113821138211382
14964	ag_	0.0	0.013719512195121951
14965	ag]	0.0	0.0
14966	ag;	0.0	0.0
14967	ag:	0.0	0.0
14968	ag9	0.0	0.0
14969	agv	0.0	0.0010162601626016261
14970	agw	0.0	0.0
14971	agx	0.0	0.0
14972	agy	0.0	0.0
14973	ahg	0.0	0.0
14974	ahf	0.0	0.0
14975	ahe	0.0	0.003048780487804878
14976	ahd	0.0	0.0
14977	ahc	0.0	0.0005081300813008131
14978	ahb	0.0	0.0005081300813008131
14979	aha	0.0	0.0020325203252032522
14980	ah:	0.0	0.0
14981	ah9	0.0	0.0
14982	ah8	0.0	0.0
14983	ah7	0.0	0.0
14984	ah6	0.0	0.0
14985	ah5	0.0	0.0
14986	ah4	0.0	0.0
14987	ah3	0.0	0.0
14988	ah2	0.0	0.0
14989	ah1	0.0	0.0010162601626016261
14990	ah0	0.0	0.0010162601626016261
14991	ah/	0.0	0.0
14992	ah-	0.0	0.0
14993	ah+	0.0	0.0
14994	ah)	0.0	0.0005081300813008131
14995	agz	0.0	0.0
14996	aiw	0.0	0.0
14997	aiy	0.0	0.0005081300813008131
14998	alo	0.0	0.003556910569105691
14999	akr	0.0	0.0005081300813008131
15000	al(	0.0	0.0
15001	al#	0.0	0.0
15002	al"	0.0	0.0005081300813008131
15003	akz	0.0	0.0005081300813008131
15004	aky	0.0	0.0
15005	akx	0.0	0.0
15006	akw	0.0	0.0
15007	akv	0.0	0.0005081300813008131
15008	aku	0.0	0.0005081300813008131
15009	akt	0.0	0.0005081300813008131
15010	aks	0.0	0.0
15011	akq	0.0	0.0
15012	akc	0.0	0.0
15013	akp	0.0	0.0005081300813008131
15014	ako	0.0	0.0005081300813008131
15015	akn	0.0	0.0
15016	akm	0.0	0.0
15017	akl	0.0	0.0010162601626016261
15018	akk	0.0	0.0
15019	akj	0.0	0.0
15020	akh	0.0	0.0005081300813008131
15021	akg	0.0	0.0005081300813008131
15022	akf	0.0	0.0005081300813008131
15023	ake	0.0	0.0005081300813008131
15024	al)	0.0	0.003048780487804878
15025	al+	0.0	0.0
15026	al-	0.0	0.009146341463414634
15027	al/	0.0	0.002540650406504065
15028	aln	0.0	0.0005081300813008131
15029	all	0.07692307692307693	0.04522357723577236
15030	alk	0.0	0.001524390243902439
15031	alj	0.0	0.0
15032	alh	0.0	0.0
15033	alg	0.0	0.0010162601626016261
15034	alf	0.0	0.001524390243902439
15035	ald	0.0	0.003556910569105691
15036	alc	0.0	0.003048780487804878
15037	alb	0.0	0.002540650406504065
15038	ala	0.0	0.005589430894308943
15039	al]	0.0	0.0005081300813008131
15040	al;	0.0	0.0
15041	al:	0.0	0.0
15042	al9	0.0	0.0
15043	al8	0.0	0.0005081300813008131
15044	al7	0.0	0.0005081300813008131
15045	al6	0.0	0.0005081300813008131
15046	al5	0.0	0.0005081300813008131
15047	al4	0.0	0.0
15048	al2	0.0	0.0010162601626016261
15049	al1	0.0	0.0020325203252032522
15050	al0	0.0	0.0
15051	akd	0.0	0.0
15052	akb	0.0	0.0
15053	aiz	0.0	0.0
15054	ajc	0.0	0.0005081300813008131
15055	ajn	0.0	0.0
15056	ajm	0.0	0.0005081300813008131
15057	ajl	0.0	0.0
15058	ajk	0.0	0.0
15059	ajj	0.0	0.0
15060	aji	0.0	0.0020325203252032522
15061	ajh	0.0	0.0
15062	ajg	0.0	0.0
15063	ajf	0.0	0.0
15064	aje	0.0	0.0
15065	ajd	0.0	0.0005081300813008131
15066	ajb	0.0	0.0
15067	ak_	0.0	0.0040650406504065045
15068	aja	0.0	0.0
15069	aj_	0.0	0.0005081300813008131
15070	aj:	0.0	0.0
15071	aj6	0.0	0.0
15072	aj5	0.0	0.0
15073	aj4	0.0	0.0
15074	aj3	0.0	0.0
15075	aj2	0.0	0.0
15076	aj1	0.0	0.0005081300813008131
15077	aj0	0.0	0.0
15078	aj-	0.0	0.0
15079	ajo	0.0	0.0005081300813008131
15080	ajp	0.0	0.0
15081	ajq	0.0	0.0
15082	ajr	0.0	0.0
15083	ak:	0.0	0.0
15084	ak9	0.0	0.0005081300813008131
15085	ak8	0.0	0.0005081300813008131
15086	ak7	0.0	0.0005081300813008131
15087	ak6	0.0	0.0
15088	ak5	0.0	0.0
15089	ak4	0.0	0.0
15090	ak3	0.0	0.0
15091	ak2	0.0	0.0005081300813008131
15092	ak1	0.0	0.001524390243902439
15093	ak0	0.0	0.0
15094	ak/	0.0	0.0
15095	ak-	0.0	0.0
15096	ak)	0.0	0.0005081300813008131
15097	ak(	0.0	0.0
15098	ajz	0.0	0.0
15099	ajy	0.0	0.0
15100	ajx	0.0	0.0
15101	ajw	0.0	0.0
15102	ajv	0.0	0.0
15103	aju	0.0	0.0005081300813008131
15104	ajt	0.0	0.0
15105	ajs	0.0	0.0
15106	6(1	0.0	0.0
15107	5le	0.0	0.0
15108	6(+	0.0	0.0
15109	/zv	0.0	0.0
15110	/ε3	0.0	0.0
15111	/δi	0.0	0.0
15112	/δ_	0.0	0.0
15113	/δ4	0.0	0.0
15114	/γc	0.0	0.0
15115	/γ_	0.0	0.0
15116	/β_	0.0	0.0005081300813008131
15117	/β-	0.0	0.0005081300813008131
15118	/α-	0.0	0.0
15119	/µl	0.0	0.0
15120	/{d	0.0	0.0005081300813008131
15121	/zh	0.0	0.0
15122	/μl	0.0	0.0
15123	/zf	0.0	0.0
15124	/ze	0.0	0.0
15125	/yf	0.0	0.0
15126	/ye	0.0	0.0
15127	/ya	0.0	0.0
15128	/y_	0.0	0.0
15129	/y3	0.0	0.0005081300813008131
15130	/y2	0.0	0.0
15131	/y1	0.0	0.0
15132	/xr	0.0	0.0
15133	/xp	0.0	0.0005081300813008131
15134	/ε4	0.0	0.0
15135	/–_	0.0	0.0
15136	0(h	0.0	0.0
15137	0')	0.0	0.0
15138	0(b	0.0	0.0
15139	0(a	0.0	0.0
15140	0(9	0.0	0.0
15141	0(6	0.0	0.0
15142	0(5	0.0	0.0
15143	0(2	0.0	0.0
15144	0(1	0.0	0.0
15145	0(0	0.0	0.0
15146	0(+	0.0	0.0005081300813008131
15147	0's	0.0	0.0005081300813008131
15148	0'_	0.0	0.0
15149	0&l	0.0	0.0
15150	/∆2	0.0	0.0005081300813008131
15151	0%u	0.0	0.0
15152	0%f	0.0	0.0005081300813008131
15153	0%e	0.0	0.0
15154	0%d	0.0	0.0
15155	0%b	0.0	0.0
15156	0%a	0.0	0.0
15157	0%-	0.0	0.0
15158	0%)	0.0	0.001524390243902439
15159	0%(	0.0	0.0
15160	0#2	0.0	0.0
15161	0#1	0.0	0.0
15162	/xi	0.0	0.0
15163	/xe	0.0	0.0005081300813008131
15164	/xb	0.0	0.0005081300813008131
15165	/u2	0.0	0.0
15166	/us	0.0	0.0
15167	/ur	0.0	0.0
15168	/un	0.0	0.0005081300813008131
15169	/ul	0.0	0.0005081300813008131
15170	/ui	0.0	0.0
15171	/ug	0.0	0.0005081300813008131
15172	/ud	0.0	0.0005081300813008131
15173	/uc	0.0	0.0
15174	/u_	0.0	0.0
15175	/u4	0.0	0.0
15176	/u3	0.0	0.0
15177	/ty	0.0	0.0005081300813008131
15178	/x_	0.0	0.0
15179	/tx	0.0	0.0
15180	/tw	0.0	0.0
15181	/tu	0.0	0.0005081300813008131
15182	/tt	0.0	0.0
15183	/ts	0.0	0.0
15184	/tr	0.0	0.001524390243902439
15185	/tp	0.0	0.0
15186	/to	0.0	0.0
15187	/tn	0.0	0.0
15188	/tm	0.0	0.0005081300813008131
15189	/tl	0.0	0.0
15190	/ut	0.0	0.0
15191	/uv	0.0	0.0
15192	/v%	0.0	0.0005081300813008131
15193	/v)	0.0	0.0
15194	/wy	0.0	0.0
15195	/ww	0.0	0.0
15196	/wt	0.0	0.002540650406504065
15197	/ws	0.0	0.0005081300813008131
15198	/wr	0.0	0.0
15199	/wm	0.0	0.0
15200	/wk	0.0	0.0
15201	/wi	0.0	0.0005081300813008131
15202	/wh	0.0	0.0
15203	/we	0.0	0.0
15204	/wa	0.0	0.0
15205	/w_	0.0	0.0005081300813008131
15206	/w)	0.0	0.0
15207	/vo	0.0	0.0010162601626016261
15208	/vi	0.0	0.0005081300813008131
15209	/vh	0.0	0.0
15210	/vg	0.0	0.0
15211	/ve	0.0	0.0
15212	/vd	0.0	0.0
15213	/vc	0.0	0.0
15214	/va	0.0	0.0
15215	/v_	0.0	0.0
15216	/v5	0.0	0.0
15217	0(f	0.0	0.0
15218	0(i	0.0	0.0
15219	/ti	0.0	0.0020325203252032522
15220	0-m	0.0	0.0005081300813008131
15221	0-x	0.0	0.0005081300813008131
15222	0-w	0.0	0.0
15223	0-v	0.0	0.0
15224	0-u	0.0	0.0
15225	0-t	0.0	0.0020325203252032522
15226	0-s	0.0	0.0020325203252032522
15227	0-r	0.0	0.003556910569105691
15228	0-q	0.0	0.0005081300813008131
15229	0-p	0.0	0.002540650406504065
15230	0-o	0.0	0.0010162601626016261
15231	0-n	0.0	0.0010162601626016261
15232	0-l	0.0	0.001524390243902439
15233	0-z	0.0	0.0
15234	0-k	0.0	0.0
15235	0-j	0.0	0.0
15236	0-i	0.0	0.0010162601626016261
15237	0-h	0.0	0.0020325203252032522
15238	0-g	0.0	0.0005081300813008131
15239	0-f	0.0	0.0010162601626016261
15240	0-e	0.0	0.0020325203252032522
15241	0-c	0.0	0.003556910569105691
15242	0-b	0.0	0.003556910569105691
15243	0-a	0.0	0.0005081300813008131
15244	0-_	0.0	0.001524390243902439
15245	0-y	0.0	0.0
15246	0-δ	0.0	0.0
15247	0(k	0.0	0.0
15248	0/e	0.0	0.0
15249	00#	0.0	0.0
15250	0/t	0.0	0.0
15251	0/s	0.0	0.0010162601626016261
15252	0/r	0.0	0.0
15253	0/p	0.0	0.0005081300813008131
15254	0/o	0.0	0.0
15255	0/m	0.0	0.0
15256	0/i	0.0	0.0
15257	0/h	0.0	0.0
15258	0/g	0.0	0.0
15259	0/f	0.0	0.0
15260	0/d	0.0	0.0
15261	0/0	0.0	0.0005081300813008131
15262	0/c	0.0	0.0
15263	0/a	0.0	0.0
15264	0/9	0.0	0.0
15265	0/8	0.0	0.0
15266	0/7	0.0	0.0
15267	0/6	0.0	0.0
15268	0/5	0.0	0.0
15269	0/4	0.0	0.0
15270	0/3	0.0	0.0005081300813008131
15271	0/2	0.0	0.0010162601626016261
15272	0/1	0.0	0.0010162601626016261
15273	0-;	0.0	0.0
15274	0-9	0.0	0.001524390243902439
15275	0-8	0.0	0.0020325203252032522
15276	0)d	0.0	0.0
15277	0+;	0.0	0.0
15278	0+6	0.0	0.0
15279	0+5	0.0	0.0
15280	0+4	0.0	0.0
15281	0+3	0.0	0.0
15282	0+2	0.0	0.0
15283	0+1	0.0	0.0
15284	0+0	0.0	0.0
15285	0+/	0.0	0.0
15286	0+)	0.0	0.0
15287	0*_	0.0	0.0
15288	0)_	0.038461538461538464	0.010670731707317074
15289	0-7	0.0	0.003556910569105691
15290	0)[	0.0	0.0
15291	0):	0.0	0.0
15292	0)8	0.0	0.0
15293	0)-	0.0	0.0
15294	0)+	0.0	0.0
15295	0)(	0.0	0.0
15296	0)"	0.0	0.0
15297	0(t	0.0	0.0
15298	0(s	0.0	0.0
15299	0(p	0.0	0.0
15300	0(n	0.0	0.0
15301	0+_	0.0	0.003556910569105691
15302	0+a	0.0	0.0
15303	0+b	0.0	0.0
15304	0+c	0.0	0.0
15305	0-6	0.0	0.0020325203252032522
15306	0-5	0.0	0.003048780487804878
15307	0-3	0.0	0.009146341463414634
15308	0-2	0.038461538461538464	0.011686991869918699
15309	0-1	0.038461538461538464	0.01524390243902439
15310	0-/	0.0	0.0
15311	0--	0.0	0.0
15312	0-)	0.0	0.0
15313	0-&	0.0	0.0
15314	0+w	0.0	0.0
15315	0+v	0.0	0.0
15316	0+t	0.0	0.0
15317	0+s	0.0	0.0005081300813008131
15318	0+r	0.0	0.0
15319	0+p	0.0	0.0
15320	0+o	0.0	0.0
15321	0+m	0.0	0.0
15322	0+l	0.0	0.0
15323	0+i	0.0	0.0005081300813008131
15324	0+h	0.0	0.0
15325	0+g	0.0	0.0
15326	0+e	0.0	0.0
15327	0+d	0.0	0.0
15328	/tk	0.0	0.0
15329	/th	0.0	0.0
15330	-o9	0.0	0.0
15331	/ma	0.0	0.0010162601626016261
15332	/ms	0.0	0.0
15333	/mr	0.0	0.0
15334	/mp	0.0	0.0
15335	/mo	0.0	0.0005081300813008131
15336	/mn	0.0	0.0
15337	/mm	0.0	0.0
15338	/ml	0.0	0.017276422764227643
15339	/mi	0.0	0.0010162601626016261
15340	/mg	0.0	0.0
15341	/me	0.0	0.001524390243902439
15342	/md	0.0	0.0005081300813008131
15343	/m_	0.0	0.0005081300813008131
15344	/mu	0.0	0.001524390243902439
15345	/m^	0.0	0.0
15346	/m6	0.0	0.0
15347	/m5	0.0	0.0
15348	/m4	0.0	0.0
15349	/m3	0.0	0.0
15350	/m2	0.0	0.0005081300813008131
15351	/m1	0.0	0.0
15352	/m/	0.0	0.0
15353	/m-	0.0	0.0
15354	/m+	0.0	0.0
15355	/m)	0.0	0.0
15356	/mt	0.0	0.0
15357	/mv	0.0	0.0
15358	/of	0.0	0.0
15359	/nl	0.0	0.0
15360	/oc	0.0	0.0
15361	/ob	0.0	0.0
15362	/oa	0.0	0.0
15363	/o_	0.0	0.0
15364	/nv	0.0	0.0
15365	/nu	0.0	0.0
15366	/nt	0.0	0.0
15367	/nr	0.0	0.0
15368	/np	0.0	0.0
15369	/no	0.0	0.0010162601626016261
15370	/nm	0.0	0.0
15371	/nk	0.0	0.0
15372	/mx	0.0	0.0
15373	/nj	0.0	0.0
15374	/ni	0.0	0.0
15375	/ng	0.0	0.0
15376	/nf	0.0	0.0
15377	/ne	0.0	0.0005081300813008131
15378	/nc	0.0	0.0
15379	/na	0.0	0.0005081300813008131
15380	/n_	0.0	0.0
15381	/n3	0.0	0.0
15382	/n-	0.0	0.0
15383	/my	0.0	0.0
15384	/ly	0.0	0.0
15385	/lv	0.0	0.0
15386	/lu	0.0	0.0
15387	/jf	0.0	0.0
15388	/kg	0.0	0.0010162601626016261
15389	/kf	0.0	0.0
15390	/kd	0.0	0.0
15391	/ka	0.0	0.0
15392	/k_	0.0	0.0
15393	/k5	0.0	0.0
15394	/k3	0.0	0.0
15395	/k2	0.0	0.0
15396	/k1	0.0	0.0
15397	/k-	0.0	0.0
15398	/jt	0.0	0.0
15399	/ja	0.0	0.0
15400	/lt	0.0	0.0
15401	/j_	0.0	0.0
15402	/j)	0.0	0.0
15403	/iw	0.0	0.0
15404	/iv	0.0	0.0
15405	/it	0.0	0.0005081300813008131
15406	/is	0.0	0.0
15407	/ir	0.0	0.0005081300813008131
15408	/ip	0.0	0.0
15409	/io	0.0	0.0
15410	/in	0.0	0.001524390243902439
15411	/im	0.0	0.0
15412	/ki	0.0	0.0
15413	/kl	0.0	0.0
15414	/km	0.0	0.0005081300813008131
15415	/kn	0.0	0.0
15416	/ls	0.0	0.0
15417	/lp	0.0	0.0
15418	/lo	0.0	0.0010162601626016261
15419	/ln	0.0	0.0
15420	/li	0.0	0.0
15421	/le	0.0	0.0
15422	/ld	0.0	0.0
15423	/lc	0.0	0.0
15424	/la	0.0	0.0005081300813008131
15425	/l_	0.0	0.0
15426	/l6	0.0	0.0
15427	/l4	0.0	0.0010162601626016261
15428	/l3	0.0	0.0
15429	/l2	0.0	0.0
15430	/l1	0.0	0.0
15431	/l0	0.0	0.0
15432	/l/	0.0	0.0005081300813008131
15433	/l+	0.0	0.0
15434	/l)	0.0	0.0
15435	/ku	0.0	0.0005081300813008131
15436	/ks	0.0	0.0
15437	/kr	0.0	0.0010162601626016261
15438	/ko	0.0	0.0
15439	/oe	0.0	0.0
15440	/oh	0.0	0.0
15441	/tg	0.0	0.0
15442	/s4	0.0	0.0010162601626016261
15443	/sh	0.0	0.0005081300813008131
15444	/sg	0.0	0.0
15445	/sf	0.0	0.0
15446	/se	0.0	0.0
15447	/sd	0.0	0.0005081300813008131
15448	/sc	0.0	0.0010162601626016261
15449	/sb	0.0	0.0
15450	/sa	0.0	0.0005081300813008131
15451	/s_	0.0	0.0
15452	/s8	0.0	0.0
15453	/s5	0.0	0.0
15454	/s2	0.0	0.0
15455	/sk	0.0	0.0
15456	/s1	0.0	0.0005081300813008131
15457	/s/	0.0	0.0
15458	/s-	0.0	0.0
15459	/s+	0.0	0.0
15460	/ru	0.0	0.0
15461	/rt	0.0	0.0010162601626016261
15462	/rs	0.0	0.0005081300813008131
15463	/rr	0.0	0.0
15464	/rp	0.0	0.0
15465	/ro	0.0	0.0
15466	/rn	0.0	0.0
15467	/si	0.0	0.0010162601626016261
15468	/sl	0.0	0.0005081300813008131
15469	/ol	0.0	0.0
15470	/t2	0.0	0.0
15471	/tf	0.0	0.0
15472	/te	0.0	0.0005081300813008131
15473	/td	0.0	0.0
15474	/tc	0.0	0.0
15475	/tb	0.0	0.0
15476	/ta	0.0	0.0010162601626016261
15477	/t_	0.0	0.0005081300813008131
15478	/t;	0.0	0.0
15479	/t7	0.0	0.0005081300813008131
15480	/t4	0.0	0.0
15481	/t3	0.0	0.0
15482	/t-	0.0	0.0
15483	/sm	0.0	0.0010162601626016261
15484	/t)	0.0	0.0005081300813008131
15485	/t(	0.0	0.0
15486	/sw	0.0	0.0
15487	/sv	0.0	0.0010162601626016261
15488	/su	0.0	0.0
15489	/st	0.0	0.0005081300813008131
15490	/ss	0.0	0.0
15491	/sr	0.0	0.0
15492	/sq	0.0	0.0
15493	/sp	0.0	0.0
15494	/so	0.0	0.0010162601626016261
15495	/ri	0.0	0.0
15496	/rh	0.0	0.0005081300813008131
15497	/rf	0.0	0.0
15498	/p2	0.0	0.0
15499	/pc	0.0	0.0
15500	/pb	0.0	0.0
15501	/pa	0.0	0.0005081300813008131
15502	/p_	0.0	0.0
15503	/p9	0.0	0.0
15504	/p8	0.0	0.0
15505	/p7	0.0	0.0
15506	/p6	0.0	0.0
15507	/p5	0.0	0.001524390243902439
15508	/p4	0.0	0.0
15509	/p3	0.0	0.0
15510	/p1	0.0	0.0005081300813008131
15511	/re	0.0	0.0010162601626016261
15512	/p-	0.0	0.0
15513	/ox	0.0	0.0
15514	/ov	0.0	0.0
15515	/ou	0.0	0.0
15516	/ot	0.0	0.0005081300813008131
15517	/os	0.0	0.0
15518	/or	0.0	0.0005081300813008131
15519	/op	0.0	0.0005081300813008131
15520	/oo	0.0	0.0
15521	/on	0.0	0.0
15522	/om	0.0	0.0
15523	/pd	0.0	0.0
15524	/pe	0.0	0.0
15525	/ph	0.0	0.0005081300813008131
15526	/pi	0.0	0.0
15527	/rd	0.0	0.0
15528	/rb	0.0	0.0
15529	/ra	0.0	0.0005081300813008131
15530	/r_	0.0	0.0
15531	/r7	0.0	0.0
15532	/r6	0.0	0.0
15533	/r5	0.0	0.0
15534	/r4	0.0	0.0
15535	/r3	0.0	0.0005081300813008131
15536	/r2	0.0	0.0
15537	/r1	0.0	0.0
15538	/r/	0.0	0.0
15539	/r-	0.0	0.0
15540	/q1	0.0	0.0
15541	/pu	0.0	0.0
15542	/pt	0.0	0.0005081300813008131
15543	/ps	0.0	0.0
15544	/pr	0.0	0.003556910569105691
15545	/pq	0.0	0.0
15546	/pp	0.0	0.0
15547	/po	0.0	0.0005081300813008131
15548	/pm	0.0	0.0005081300813008131
15549	/pl	0.0	0.0
15550	00%	0.0	0.0005081300813008131
15551	00&	0.0	0.0
15552	00(	0.0	0.0
15553	06s	0.0	0.0005081300813008131
15554	07)	0.0	0.0
15555	07(	0.0	0.0
15556	06™	0.0	0.0
15557	06–	0.0	0.0
15558	06 	0.0	0.0
15559	06z	0.0	0.0
15560	06y	0.0	0.0
15561	06x	0.0	0.0
15562	06w	0.0	0.0005081300813008131
15563	06v	0.0	0.0
15564	06t	0.0	0.0005081300813008131
15565	06r	0.0	0.0010162601626016261
15566	07/	0.0	0.0010162601626016261
15567	06q	0.0	0.0005081300813008131
15568	06p	0.0	0.0
15569	06o	0.0	0.0
15570	06n	0.0	0.0
15571	06m	0.0	0.0010162601626016261
15572	06l	0.0	0.0
15573	06k	0.0	0.0
15574	06j	0.0	0.0
15575	06i	0.0	0.0
15576	06h	0.0	0.002540650406504065
15577	06g	0.0	0.0005081300813008131
15578	07+	0.0	0.0
15579	070	0.0	0.015752032520325202
15580	07p	0.0	0.0
15581	07c	0.0	0.0010162601626016261
15582	07n	0.0	0.0
15583	07m	0.0	0.0010162601626016261
15584	07l	0.0	0.0
15585	07k	0.0	0.0
15586	07j	0.0	0.0
15587	07i	0.0	0.0
15588	07h	0.0	0.001524390243902439
15589	07g	0.0	0.0005081300813008131
15590	07f	0.0	0.0005081300813008131
15591	07e	0.0	0.0020325203252032522
15592	07d	0.0	0.001524390243902439
15593	07b	0.0	0.001524390243902439
15594	071	0.0	0.01676829268292683
15595	07a	0.0	0.0010162601626016261
15596	07]	0.0	0.003556910569105691
15597	07;	0.0	0.0
15598	07:	0.0	0.0
15599	079	0.038461538461538464	0.012703252032520325
15600	078	0.0	0.016260162601626018
15601	076	0.0	0.015752032520325202
15602	075	0.0	0.017276422764227643
15603	074	0.07692307692307693	0.012195121951219513
15604	073	0.0	0.012703252032520325
15605	072	0.038461538461538464	0.014735772357723578
15606	06f	0.0	0.0005081300813008131
15607	06e	0.0	0.0005081300813008131
15608	06d	0.0	0.0010162601626016261
15609	05g	0.0	0.0005081300813008131
15610	05r	0.0	0.0010162601626016261
15611	05q	0.0	0.0005081300813008131
15612	05p	0.0	0.0010162601626016261
15613	05o	0.0	0.0
15614	05n	0.0	0.0005081300813008131
15615	05m	0.038461538461538464	0.0005081300813008131
15616	05l	0.0	0.0
15617	05k	0.0	0.0
15618	05j	0.0	0.0
15619	05i	0.0	0.0
15620	05h	0.0	0.001524390243902439
