Importance	Ngram	Frequency in tumor_stage Columns	Frequency in Non tumor_stage Columns
22549	+ti	0.0	0.0
22550	+th	0.0	0.0
22551	+tf	0.0	0.0
22552	+te	0.0	9.52653138992093e-05
22553	+td	0.0	0.0
22554	+tc	0.0	9.52653138992093e-05
22555	+tb	0.0	0.0
22556	+ta	0.0	0.0001905306277984186
22557	+t_	0.0	0.0
22558	+s9	0.0	0.0
22559	+rw	0.0	0.0
22560	+ox	0.0	9.52653138992093e-05
22561	+pf	0.0	0.0
22562	+pu	0.0	0.0001905306277984186
22563	+pt	0.0	0.0
22564	+ps	0.0	0.0
22565	+pr	0.0	0.0001905306277984186
22566	+pp	0.0	0.0
22567	+po	0.0	0.0
22568	+pm	0.0	9.52653138992093e-05
22569	+pl	0.0	0.0
22570	+pi	0.0	0.0
22571	+ph	0.0	0.0
22572	+pg	0.0	0.0
22573	+pe	0.0	0.0001905306277984186
22574	+rv	0.0	0.0001905306277984186
22575	+pd	0.0	0.0
22576	+pc	0.0	0.0
22577	+pb	0.0	0.0
22578	+pa	0.0	0.0001905306277984186
22579	+p_	0.0	9.52653138992093e-05
22580	+p5	0.0	0.0
22581	+p4	0.0	0.0
22582	+p3	0.0	0.0
22583	+p2	0.0	0.0
22584	+p1	0.0	0.0
22585	+p+	0.0	0.0
22586	+py	0.0	0.0
22587	+q_	0.0	0.0
22588	+qk	0.0	0.0001905306277984186
22589	+qu	0.0	0.0
22590	+ru	0.0	0.0001905306277984186
22591	+rt	0.0	0.0
22592	+rs	0.0	0.0
22593	+rp	0.0	0.0
22594	+ro	0.0	0.0
22595	+rn	0.0	0.0
22596	+rk	0.0	0.0
22597	+ri	0.0	0.0
22598	+rh	0.0	0.0
22599	+rg	0.0	0.0
22600	+re	0.0	0.0
22601	+rb	0.0	0.0
22602	+ra	0.0	9.52653138992093e-05
22603	+r[	0.0	0.0
22604	+r8	0.0	0.0
22605	+r5	0.0	0.0
22606	+r3	0.0	0.0
22607	+r2	0.0	0.0
22608	+r1	0.0	0.0
22609	+r-	0.0	0.0
22610	+r+	0.0	0.0
22611	+r)	0.0	0.0
22612	+r(	0.0	0.0
22613	1ef	0.0	0.0
22614	1eg	0.0	0.0
22615	1ei	0.0	0.0
22616	4ac	0.0	0.0
22617	4aq	0.0	0.0
22618	4ap	0.0	9.52653138992093e-05
22619	4am	0.0	0.0
22620	4al	0.0	0.0
22621	4ak	0.0	0.0
22622	4ai	0.0	0.0
22623	4ah	0.0	0.0
22624	4ag	0.0	0.0
22625	4af	0.0	0.0
22626	4ae	0.0	0.0
22627	4ad	0.0	0.0
22628	4ab	0.0	9.52653138992093e-05
22629	4as	0.0	0.0
22630	4aa	0.0	0.0
22631	4a]	0.0	0.0001905306277984186
22632	4a:	0.0	0.0
22633	4a9	0.0	0.0
22634	4a8	0.0	0.0
22635	4a7	0.0	0.0
22636	4a6	0.0	0.0
22637	4a5	0.0	0.0
22638	4a4	0.0	9.52653138992093e-05
22639	4a3	0.0	0.0003810612555968372
22640	4a2	0.0	9.52653138992093e-05
22641	4ar	0.0	9.52653138992093e-05
22642	4at	0.0	9.52653138992093e-05
22643	4eh	0.0	0.0
22644	4b7	0.0	0.0
22645	4bf	0.0	0.0
22646	4be	0.0	0.0
22647	4bd	0.0	0.0
22648	4bc	0.0	9.52653138992093e-05
22649	4bb	0.0	9.52653138992093e-05
22650	4ba	0.0	0.0001905306277984186
22651	4b_	0.0	0.0017147756501857674
22652	4b]	0.0	0.0001905306277984186
22653	4b:	0.0	0.0
22654	4b9	0.0	9.52653138992093e-05
22655	4b8	0.0	9.52653138992093e-05
22656	4b6	0.0	0.0
22657	4au	0.0	0.0
22658	4b5	0.0	0.0
22659	4b4	0.0	9.52653138992093e-05
22660	4b3	0.0	0.0
22661	4b2	0.0	9.52653138992093e-05
22662	4b1	0.0	9.52653138992093e-05
22663	4b0	0.0	0.0
22664	4b)	0.0	0.0
22665	4b#	0.0	0.0
22666	4az	0.0	9.52653138992093e-05
22667	4ay	0.0	0.0
22668	4av	0.0	0.0
22669	4a1	0.0	0.0003810612555968372
22670	4a0	0.0	0.0
22671	4a/	0.0	0.0002857959416976279
22672	4_/	0.0	0.0
22673	4_=	0.0	9.52653138992093e-05
22674	4_;	0.0	0.0
22675	4_:	0.0	0.0
22676	4_9	0.0	0.00047632656949604646
22677	4_8	0.0	0.0005715918833952558
22678	4_7	0.0	0.0008573878250928837
22679	4_6	0.0	0.0010479184528913023
22680	4_5	0.0	0.001238449080689721
22681	4_2	0.0	0.0033342859864723255
22682	4_1	0.0	0.00400114318376679
22683	4_0	0.0	0.00047632656949604646
22684	4_+	0.0	9.52653138992093e-05
22685	4a-	0.0	0.0006668571972944651
22686	4_*	0.0	0.0
22687	4_(	0.0	0.0018100409640849767
22688	4_'	0.0	0.0
22689	4_&	0.0	0.0
22690	4_#	0.0	0.0
22691	4]/	0.0	0.0
22692	4[s	0.0	9.52653138992093e-05
22693	4[r	0.0	0.0
22694	4[1	0.0	0.0
22695	4@s	0.0	0.0
22696	4@2	0.0	0.0
22697	4__	0.0	9.52653138992093e-05
22698	4_b	0.0	0.003715347242069163
22699	4_c	0.0	0.005334857578355721
22700	4_e	0.0	0.0023816328474802325
22701	4a+	0.0	0.0
22702	4a)	0.0	0.0001905306277984186
22703	4a(	0.0	0.0
22704	4a#	0.0	0.0
22705	4_–	0.0	0.0
22706	4_μ	0.0	9.52653138992093e-05
22707	4_µ	0.0	0.0
22708	4_|	0.0	0.0
22709	4_z	0.0	9.52653138992093e-05
22710	4_x	0.0	0.0001905306277984186
22711	4_v	0.0	0.0009526531389920929
22712	4_u	0.0	0.0011431837667905116
22713	4_t	0.0	0.005620653520053348
22714	4_r	0.0	0.005620653520053348
22715	4_q	0.0	0.0001905306277984186
22716	4_p	0.0	0.006287510717347814
22717	4_o	0.0	0.0014289797084881394
22718	4_n	0.0	0.0026674287891778605
22719	4_l	0.0	0.002572163475278651
22720	4_k	0.0	0.0011431837667905116
22721	4_j	0.0	0.0
22722	4_i	0.0	0.002191102219681814
22723	4_g	0.0	0.0015242450223873487
22724	4bg	0.0	0.0
22725	4bh	0.0	9.52653138992093e-05
22726	4bi	0.0	0.0
22727	4db	0.0	9.52653138992093e-05
22728	4do	0.0	0.0
22729	4dn	0.0	0.0
22730	4dl	0.0	0.0
22731	4dk	0.0	0.0
22732	4di	0.0	9.52653138992093e-05
22733	4dh	0.0	9.52653138992093e-05
22734	4dg	0.0	0.0
22735	4df	0.0	0.0
22736	4de	0.0	0.0003810612555968372
22737	4dd	0.0	0.0
22738	4dc	0.0	0.0
22739	4da	0.0	0.0001905306277984186
22740	4d0	0.0	0.0
22741	4d_	0.0	0.0014289797084881394
22742	4d]	0.0	9.52653138992093e-05
22743	4d:	0.0	0.0
22744	4d9	0.0	0.0
22745	4d8	0.0	9.52653138992093e-05
22746	4d7	0.0	0.0002857959416976279
22747	4d6	0.0	0.0
22748	4d5	0.0	0.0
22749	4d4	0.0	0.0
22750	4d3	0.0	0.0
22751	4d2	0.0	9.52653138992093e-05
22752	4dp	0.0	0.0003810612555968372
22753	4ds	0.0	0.0
22754	4dt	0.0	0.0001905306277984186
22755	4du	0.0	0.0
22756	4ef	0.0	9.52653138992093e-05
22757	4ee	0.0	0.0
22758	4ed	0.0	0.0
22759	4ec	0.0	0.0
22760	4eb	0.0	0.0
22761	4ea	0.0	0.0
22762	4e_	0.0	0.00047632656949604646
22763	4e]	0.0	9.52653138992093e-05
22764	4e:	0.0	0.0
22765	4e9	0.0	0.0
22766	4e8	0.0	0.0
22767	4e7	0.0	0.0
22768	4e6	0.0	0.0
22769	4e5	0.0	0.0
22770	4e4	0.0	0.0
22771	4e3	0.0	0.0
22772	4e2	0.0	0.0
22773	4e1	0.0	0.0
22774	4e0	0.0	0.0
22775	4e-	0.0	0.0
22776	4e)	0.0	0.0
22777	4dx	0.0	0.0
22778	4dw	0.0	0.0
22779	4d1	0.0	9.52653138992093e-05
22780	4d-	0.0	0.0
22781	4bk	0.0	9.52653138992093e-05
22782	4c)	0.0	0.0
22783	4c8	0.0	0.0
22784	4c7	0.0	0.0
22785	4c6	0.0	0.0
22786	4c5	0.0	0.0
22787	4c4	0.0	9.52653138992093e-05
22788	4c3	0.0	0.0
22789	4c2	0.0	0.0002857959416976279
22790	4c1	0.0	0.0
22791	4c0	0.0	0.0
22792	4c-	0.0	9.52653138992093e-05
22793	4c+	0.0	0.0
22794	4c#	0.0	0.0
22795	4d+	0.0	0.0
22796	4bx	0.0	0.0
22797	4bw	0.0	9.52653138992093e-05
22798	4bv	0.0	9.52653138992093e-05
22799	4bu	0.0	0.0
22800	4bt	0.0	9.52653138992093e-05
22801	4bs	0.0	0.0
22802	4br	0.0	0.0
22803	4bp	0.0	0.0
22804	4bo	0.0	0.0
22805	4bm	0.0	0.0
22806	4bl	0.0	0.0
22807	4c9	0.0	0.0
22808	4c:	0.0	0.0
22809	4c]	0.0	9.52653138992093e-05
22810	4c_	0.0	0.001238449080689721
22811	4d)	0.0	0.0
22812	4cy	0.0	0.0
22813	4cx	0.0	0.0
22814	4cv	0.0	0.0
22815	4cu	0.0	0.0
22816	4ct	0.0	9.52653138992093e-05
22817	4cs	0.0	0.0
22818	4cr	0.0	0.0
22819	4cq	0.0	0.0
22820	4cp	0.0	9.52653138992093e-05
22821	4co	0.0	0.0001905306277984186
22822	4cm	0.0	0.0
22823	4cl	0.0	9.52653138992093e-05
22824	4cj	0.0	0.0
22825	4ci	0.0	0.0
22826	4ch	0.0	0.0
22827	4cg	0.0	0.0
22828	4cf	0.0	0.0
22829	4ce	0.0	0.0
22830	4cd	0.0	0.0
22831	4cc	0.0	0.0
22832	4cb	0.0	0.0
22833	4ca	0.0	0.0
22834	4?)	0.0	0.0
22835	4=h	0.0	0.0
22836	4=c	0.0	0.0
22837	47=	0.0	0.0
22838	47k	0.0	0.0
22839	47i	0.0	0.0
22840	47h	0.0	0.0002857959416976279
22841	47g	0.0	0.0
22842	47f	0.0	0.0
22843	47e	0.0	0.0
22844	47d	0.0	0.0018100409640849767
22845	47c	0.0	0.0002857959416976279
22846	47b	0.0	9.52653138992093e-05
22847	47a	0.0	9.52653138992093e-05
22848	47]	0.0	0.0007621225111936744
22849	47;	0.0	0.0
22850	47-	0.0	0.0009526531389920929
22851	47:	0.0	0.0
22852	479	0.0	0.0023816328474802325
22853	478	0.0	0.002857959416976279
22854	477	0.0	0.0030484900447746975
22855	476	0.0	0.002286367533581023
22856	475	0.0	0.003524816614270744
22857	474	0.0	0.003429551300371535
22858	473	0.0	0.002572163475278651
22859	472	0.0	0.0027626941030770694
22860	471	0.0	0.0026674287891778605
22861	470	0.0	0.002476898161379442
22862	47l	0.0	0.0
22863	47m	0.0	0.0
22864	47n	0.0	9.52653138992093e-05
22865	47o	0.0	9.52653138992093e-05
22866	483	0.0	0.002953224730875488
22867	482	0.0	0.0027626941030770694
22868	481	0.0	0.0023816328474802325
22869	480	0.0	0.004572735067162046
22870	48/	0.0	0.0
22871	48-	0.0	0.001238449080689721
22872	48+	0.0	0.0
22873	48*	0.0	0.0
22874	48)	0.0	0.0001905306277984186
22875	48(	0.0	0.0
22876	47™	0.0	0.0
22877	47|	0.0	0.0
22878	47z	0.0	0.0001905306277984186
22879	47y	0.0	0.0
22880	47x	0.0	0.0
22881	47w	0.0	0.0
22882	47v	0.0	9.52653138992093e-05
22883	47u	0.0	0.0
22884	47t	0.0	0.0001905306277984186
22885	47s	0.0	9.52653138992093e-05
22886	47r	0.0	9.52653138992093e-05
22887	47q	0.0	0.0
22888	47p	0.0	9.52653138992093e-05
22889	47/	0.0	0.0
22890	47+	0.0	0.0
22891	485	0.0	0.0038106125559683717
22892	463	0.0	0.0019053062779841859
22893	46a	0.0	0.0001905306277984186
22894	46]	0.0	0.0010479184528913023
22895	46=	0.0	0.0
22896	46;	0.0	0.0
22897	46:	0.0	0.0
22898	469	0.0	0.002857959416976279
22899	468	0.0	0.0030484900447746975
22900	467	0.0	0.0023816328474802325
22901	466	0.0	0.002857959416976279
22902	465	0.0	0.002572163475278651
22903	464	0.0	0.0026674287891778605
22904	462	0.0	0.002857959416976279
22905	47)	0.0	0.0002857959416976279
22906	461	0.0	0.0027626941030770694
22907	460	0.0	0.004191673811565209
22908	46/	0.0	0.0
22909	46-	0.0	0.0010479184528913023
22910	46+	0.0	0.0001905306277984186
22911	46)	0.0	0.0003810612555968372
22912	46(	0.0	0.0
22913	45–	0.0	0.0
22914	45|	0.0	0.0
22915	45z	0.0	0.0
22916	45y	0.0	0.0
22917	46b	0.0	0.0002857959416976279
22918	46c	0.0	0.0001905306277984186
22919	46d	0.0	9.52653138992093e-05
22920	46e	0.0	9.52653138992093e-05
22921	47(	0.0	0.0
22922	46–	0.0	0.0
22923	46|	0.0	0.0
22924	46z	0.0	0.0
22925	46y	0.0	0.0
22926	46x	0.0	0.0001905306277984186
22927	46w	0.0	0.0
22928	46v	0.0	0.0
22929	46u	0.0	0.0
22930	46t	0.0	0.00047632656949604646
22931	46s	0.0	0.0
22932	46r	0.0	0.0
22933	46p	0.0	0.0
22934	46o	0.0	9.52653138992093e-05
22935	46n	0.0	9.52653138992093e-05
22936	46m	0.0	0.0
22937	46l	0.0	0.0
22938	46k	0.0	0.0
22939	46j	0.0	0.0
22940	46i	0.0	0.0
22941	46h	0.0	0.0
22942	46g	0.0	9.52653138992093e-05
22943	46f	0.0	0.0001905306277984186
22944	484	0.0	0.002953224730875488
22945	486	0.0	0.0026674287891778605
22946	4=1	0.0	0.0
22947	49r	0.0	9.52653138992093e-05
22948	4:+	0.0	0.0
22949	49±	0.0	0.0
22950	49|	0.0	0.0
22951	49z	0.0	0.0
22952	49y	0.0	0.0
22953	49x	0.0	0.0
22954	49w	0.0	9.52653138992093e-05
22955	49v	0.0	0.0
22956	49u	0.0	0.0
22957	49t	0.0	0.0001905306277984186
22958	49s	0.0	9.52653138992093e-05
22959	49q	0.0	0.0
22960	49d	0.0	9.52653138992093e-05
22961	49p	0.0	0.0002857959416976279
22962	49o	0.0	9.52653138992093e-05
22963	49n	0.0	0.0001905306277984186
22964	49m	0.0	0.0
22965	49l	0.0	0.0
22966	49k	0.0	0.0
22967	49j	0.0	0.0
22968	49i	0.0	0.0
22969	49h	0.0	0.0
22970	49g	0.0	0.0001905306277984186
22971	49f	0.0	0.0002857959416976279
22972	4:-	0.0	0.0
22973	4:0	0.0	0.0
22974	4:1	0.0	0.0
22975	4:2	0.0	0.0
22976	4;q	0.0	0.0
22977	4;p	0.0	0.0
22978	4;_	0.0	0.0
22979	4;?	0.0	0.0
22980	4;5	0.0	0.0
22981	4;2	0.0	0.0
22982	4;1	0.0	0.0
22983	4:w	0.0	0.0
22984	4:t	0.0	0.0
22985	4:s	0.0	0.0
22986	4:r	0.0	0.0
22987	4:j	0.0	0.0
22988	4:i	0.0	0.0
22989	4:h	0.0	0.0
22990	4:g	0.0	0.0
22991	4:e	0.0	0.0
22992	4:d	0.0	0.0
22993	4:_	0.0	0.0
22994	4::	0.0	0.0
22995	4:6	0.0	0.0
22996	4:5	0.0	0.0
22997	4:4	0.0	0.0
22998	4:3	0.0	0.0
22999	49e	0.0	0.0
23000	49c	0.0	0.0002857959416976279
23001	487	0.0	0.003143755358673907
23002	48g	0.0	9.52653138992093e-05
23003	48s	0.0	9.52653138992093e-05
23004	48r	0.0	9.52653138992093e-05
23005	48q	0.0	0.0
23006	48p	0.0	0.0
23007	48o	0.0	9.52653138992093e-05
23008	48n	0.0	9.52653138992093e-05
23009	48m	0.0	9.52653138992093e-05
23010	48l	0.0	0.0
23011	48k	0.0	0.0
23012	48j	0.0	0.0
23013	48i	0.0	0.0
23014	48f	0.0	9.52653138992093e-05
23015	49b	0.0	9.52653138992093e-05
23016	48e	0.0	9.52653138992093e-05
23017	48d	0.0	0.0
23018	48c	0.0	0.0003810612555968372
23019	48b	0.0	0.0
23020	48a	0.0	0.0
23021	48]	0.0	0.0009526531389920929
23022	48=	0.0	0.0
23023	48;	0.0	0.0
23024	48:	0.0	0.0
23025	489	0.0	0.003524816614270744
23026	488	0.0	0.002286367533581023
23027	48t	0.0	0.0
23028	48u	0.0	0.0
23029	48v	0.0	0.0
23030	48w	0.0	0.0
23031	49a	0.0	0.0008573878250928837
23032	49]	0.0	0.0009526531389920929
23033	49;	0.0	0.0
23034	49:	0.0	0.0
23035	499	0.0	0.002572163475278651
23036	498	0.0	0.002286367533581023
23037	497	0.0	0.0026674287891778605
23038	496	0.0	0.0027626941030770694
23039	495	0.0	0.002476898161379442
23040	493	0.0	0.002857959416976279
23041	492	0.0	0.002953224730875488
23042	491	0.0	0.002476898161379442
23043	490	0.0	0.002476898161379442
23044	49/	0.0	0.00047632656949604646
23045	49-	0.0	0.0015242450223873487
23046	49+	0.0	9.52653138992093e-05
23047	49)	0.0	0.0001905306277984186
23048	49(	0.0	0.0
23049	49#	0.0	0.0
23050	48|	0.0	0.0
23051	48z	0.0	0.0
23052	48y	0.0	0.0
23053	48x	0.0	0.0
23054	4eg	0.0	0.0
23055	4ei	0.0	0.0
23056	45w	0.0	0.0
23057	4nu	0.0	0.0
23058	4oe	0.0	9.52653138992093e-05
23059	4od	0.0	0.0
23060	4oc	0.0	0.0
23061	4ob	0.0	0.0
23062	4oa	0.0	0.0
23063	4o_	0.0	0.0001905306277984186
23064	4o:	0.0	0.0
23065	4o4	0.0	0.0
23066	4o-	0.0	0.0
23067	4nz	0.0	0.0
23068	4nv	0.0	9.52653138992093e-05
23069	4nt	0.0	9.52653138992093e-05
23070	4og	0.0	0.0
23071	4ns	0.0	0.0
23072	4nr	0.0	0.0
23073	4np	0.0	0.0
23074	4no	0.0	9.52653138992093e-05
23075	4nn	0.0	0.0
23076	4nm	0.0	0.0
23077	4nl	0.0	0.0
23078	4nk	0.0	0.0
23079	4ni	0.0	9.52653138992093e-05
23080	4nh	0.0	0.0
23081	4ng	0.0	0.0
23082	4of	0.0	0.0
23083	4oh	0.0	0.0
23084	4ej	0.0	0.0
23085	4p2	0.0	9.52653138992093e-05
23086	4pb	0.0	0.0
23087	4pa	0.0	0.0
23088	4p_	0.0	0.0002857959416976279
23089	4p]	0.0	0.0
23090	4p9	0.0	0.0
23091	4p8	0.0	0.0
23092	4p7	0.0	0.0
23093	4p6	0.0	9.52653138992093e-05
23094	4p5	0.0	9.52653138992093e-05
23095	4p4	0.0	0.0
23096	4p3	0.0	0.0
23097	4p1	0.0	9.52653138992093e-05
23098	4oi	0.0	0.0
23099	4p0	0.0	0.0
23100	4p/	0.0	0.0
23101	4p-	0.0	0.0
23102	4p)	0.0	0.0
23103	4oy	0.0	0.0
23104	4ot	0.0	0.0
23105	4os	0.0	0.0
23106	4or	0.0	0.0001905306277984186
23107	4op	0.0	0.0
23108	4om	0.0	0.0
23109	4ok	0.0	0.0
23110	4nf	0.0	0.0001905306277984186
23111	4ne	0.0	9.52653138992093e-05
23112	4nc	0.0	0.0
23113	4m4	0.0	0.0
23114	4me	0.0	0.0002857959416976279
23115	4md	0.0	0.0
23116	4mc	0.0	0.0
23117	4mb	0.0	0.0
23118	4ma	0.0	9.52653138992093e-05
23119	4m_	0.0	0.0006668571972944651
23120	4m]	0.0	0.0
23121	4m:	0.0	0.0
23122	4m7	0.0	0.0
23123	4m6	0.0	0.0
23124	4m5	0.0	0.0
23125	4m3	0.0	0.0
23126	4na	0.0	0.0
23127	4m2	0.0	0.0001905306277984186
23128	4m1	0.0	0.0001905306277984186
23129	4m0	0.0	9.52653138992093e-05
23130	4m/	0.0	0.0
23131	4m-	0.0	0.0
23132	4m)	0.0	0.0
23133	4lx	0.0	0.0
23134	4lv	0.0	0.0
23135	4lu	0.0	9.52653138992093e-05
23136	4lt	0.0	0.0
23137	4ls	0.0	0.0
23138	4mf	0.0	0.0
23139	4mg	0.0	0.0
23140	4mh	0.0	0.0
23141	4mi	0.0	9.52653138992093e-05
23142	4n_	0.0	0.0001905306277984186
23143	4n]	0.0	0.0
23144	4n:	0.0	0.0
23145	4n8	0.0	9.52653138992093e-05
23146	4n7	0.0	0.0
23147	4n6	0.0	9.52653138992093e-05
23148	4n5	0.0	0.0
23149	4n4	0.0	0.0
23150	4n-	0.0	0.0
23151	4my	0.0	0.0
23152	4mw	0.0	0.0
23153	4mv	0.0	0.0
23154	4mu	0.0	0.0
23155	4mt	0.0	0.0
23156	4ms	0.0	0.0
23157	4mr	0.0	9.52653138992093e-05
23158	4mq	0.0	0.0
23159	4mp	0.0	0.0
23160	4mo	0.0	9.52653138992093e-05
23161	4mm	0.0	0.0
23162	4ml	0.0	0.0
23163	4mk	0.0	0.0
23164	4mj	0.0	0.0
23165	4pc	0.0	0.0
23166	4pd	0.0	0.0
23167	4pe	0.0	9.52653138992093e-05
23168	4rs	0.0	0.0
23169	4s2	0.0	0.0
23170	4s1	0.0	0.0
23171	4s0	0.0	9.52653138992093e-05
23172	4s-	0.0	0.0
23173	4s)	0.0	0.0
23174	4s(	0.0	0.0
23175	4ry	0.0	0.0
23176	4rx	0.0	0.0
23177	4rv	0.0	0.0
23178	4ru	0.0	0.0
23179	4rt	0.0	9.52653138992093e-05
23180	4rr	0.0	9.52653138992093e-05
23181	4rc	0.0	0.0
23182	4rq	0.0	0.0
23183	4rp	0.0	0.0
23184	4ro	0.0	0.0
23185	4rn	0.0	9.52653138992093e-05
23186	4rm	0.0	0.0
23187	4rl	0.0	0.0
23188	4rk	0.0	0.0
23189	4ri	0.0	0.0
23190	4rh	0.0	0.0
23191	4rf	0.0	0.0
23192	4re	0.0	0.0
23193	4s3	0.0	0.0
23194	4s4	0.0	0.0
23195	4s5	0.0	0.0
23196	4s6	0.0	0.0
23197	4sv	0.0	0.0
23198	4st	0.0	9.52653138992093e-05
23199	4ss	0.0	0.0
23200	4sr	0.0	9.52653138992093e-05
23201	4sp	0.0	0.0
23202	4so	0.0	9.52653138992093e-05
23203	4sn	0.0	9.52653138992093e-05
23204	4sl	0.0	0.0
23205	4sk	0.0	0.0
23206	4sj	0.0	0.0
23207	4si	0.0	9.52653138992093e-05
23208	4sh	0.0	0.0
23209	4sg	0.0	0.0
23210	4sf	0.0	0.0
23211	4se	0.0	9.52653138992093e-05
23212	4sd	0.0	0.0
23213	4sc	0.0	0.0
23214	4sa	0.0	0.0
23215	4s_	0.0	9.52653138992093e-05
23216	4s]	0.0	0.0
23217	4s9	0.0	0.0
23218	4s8	0.0	0.0
23219	4s7	0.0	9.52653138992093e-05
23220	4rd	0.0	0.0
23221	4rb	0.0	0.0
23222	4pf	0.0	0.0
23223	4ps	0.0	0.0
23224	4q:	0.0	0.0
23225	4q5	0.0	0.0
23226	4q3	0.0	0.0
23227	4q2	0.0	0.0
23228	4q1	0.0	0.0
23229	4q/	0.0	0.0
23230	4q-	0.0	0.0
23231	4pz	0.0	0.0
23232	4pw	0.0	0.0
23233	4pu	0.0	0.0
23234	4pt	0.0	0.0
23235	4pr	0.0	9.52653138992093e-05
23236	4ra	0.0	0.0
23237	4pq	0.0	0.0
23238	4pp	0.0	9.52653138992093e-05
23239	4po	0.0	0.0003810612555968372
23240	4pn	0.0	0.0
23241	4pm	0.0	9.52653138992093e-05
23242	4pl	0.0	9.52653138992093e-05
23243	4pk	0.0	0.0
23244	4pj	0.0	0.0
23245	4pi	0.0	0.0
23246	4ph	0.0	0.0
23247	4pg	0.0	0.0
23248	4q_	0.0	0.0
23249	4qa	0.0	0.0
23250	4qb	0.0	0.0
23251	4qc	0.0	0.0
23252	4r_	0.0	0.0002857959416976279
23253	4r]	0.0	0.0
23254	4r:	0.0	0.0
23255	4r9	0.0	0.0
23256	4r8	0.0	0.0
23257	4r7	0.0	0.0
23258	4r5	0.0	0.0
23259	4r4	0.0	0.0
23260	4r3	0.0	0.0001905306277984186
23261	4r2	0.0	0.0001905306277984186
23262	4r1	0.0	0.0001905306277984186
23263	4r0	0.0	0.0
23264	4r-	0.0	9.52653138992093e-05
23265	4r)	0.038461538461538464	0.0
23266	4r(	0.0	0.0
23267	4qx	0.0	0.0
23268	4qu	0.0	9.52653138992093e-05
23269	4qs	0.0	0.0
23270	4qr	0.0	0.0
23271	4qp	0.0	0.0
23272	4qk	0.0	0.0
23273	4qe	0.0	0.0
23274	4qd	0.0	0.0
23275	4lr	0.0	9.52653138992093e-05
23276	4lq	0.0	0.0
23277	4lp	0.0	0.0
23278	4g_	0.0	0.0006668571972944651
23279	4gk	0.0	0.0
23280	4gj	0.0	0.0
23281	4gi	0.0	0.0
23282	4gh	0.0	0.0
23283	4gg	0.0	0.0
23284	4gf	0.0	0.0
23285	4ge	0.0	9.52653138992093e-05
23286	4gd	0.0	0.0
23287	4gc	0.0	9.52653138992093e-05
23288	4gb	0.0	0.0
23289	4ga	0.0	0.0
23290	4g]	0.0	9.52653138992093e-05
23291	4g)	0.0	0.0
23292	4g:	0.0	0.0
23293	4g9	0.0	0.0
23294	4g8	0.0	0.0
23295	4g7	0.0	0.0
23296	4g6	0.0	0.0
23297	4g5	0.0	0.0
23298	4g4	0.0	0.0
23299	4g3	0.0	0.0
23300	4g2	0.0	0.0
23301	4g1	0.0	0.0
23302	4g0	0.0	9.52653138992093e-05
23303	4gl	0.0	9.52653138992093e-05
23304	4gm	0.0	0.0
23305	4gn	0.0	0.0
23306	4go	0.0	0.0
23307	4h;	0.0	0.0
23308	4h:	0.0	0.0
23309	4h9	0.0	0.0
23310	4h8	0.0	0.0
23311	4h7	0.0	0.0
23312	4h6	0.0	0.0
23313	4h5	0.0	0.0
23314	4h4	0.0	0.0
23315	4h3	0.0	0.0
23316	4h2	0.0	0.0
23317	4h1	0.0	0.0001905306277984186
23318	4h0	0.0	0.0001905306277984186
23319	4h-	0.0	0.0001905306277984186
23320	4h+	0.0	0.0
23321	4h)	0.0	0.0002857959416976279
23322	4gy	0.0	9.52653138992093e-05
23323	4gw	0.0	0.0
23324	4gv	0.0	0.0
23325	4gu	0.0	0.0
23326	4gt	0.0	0.0
23327	4gs	0.0	0.0
23328	4gq	0.0	0.0
23329	4gp	0.0	0.0
23330	4g-	0.0	0.0
23331	4fz	0.0	0.0
23332	4ha	0.0	0.0
23333	4ey	0.0	0.0
23334	4f8	0.0	9.52653138992093e-05
23335	4f7	0.0	0.0
23336	4f6	0.0	0.0
23337	4f5	0.0	0.0
23338	4f4	0.0	0.0
23339	4f3	0.0	0.0
23340	4f2	0.0	0.0
23341	4f1	0.0	0.0002857959416976279
23342	4f0	0.0	9.52653138992093e-05
23343	4f-	0.0	0.0
23344	4f)	0.0	0.0
23345	4ex	0.0	0.0
23346	4fy	0.0	0.0
23347	4ew	0.0	0.0
23348	4ev	0.0	0.0
23349	4eu	0.0	0.0
23350	4et	0.0	0.0
23351	4er	0.0	0.0
23352	4ep	0.0	9.52653138992093e-05
23353	4eo	0.0	0.0
23354	4en	0.0	0.0
23355	4em	0.0	0.0
23356	4el	0.0	0.0
23357	4ek	0.0	0.0
23358	4f9	0.0	0.0
23359	4f]	0.0	9.52653138992093e-05
23360	4f_	0.0	0.00047632656949604646
23361	4fa	0.0	0.0
23362	4fx	0.0	0.0
23363	4fw	0.0	0.0
23364	4fv	0.0	0.0
23365	4fu	0.0	9.52653138992093e-05
23366	4ft	0.0	0.0
23367	4fs	0.0	9.52653138992093e-05
23368	4fr	0.0	9.52653138992093e-05
23369	4fq	0.0	0.0
23370	4fp	0.0	0.0
23371	4fo	0.0	0.0
23372	4fn	0.0	0.0001905306277984186
23373	4fm	0.0	0.0
23374	4fl	0.0	0.0001905306277984186
23375	4fk	0.0	0.0
23376	4fj	0.0	0.0
23377	4fi	0.0	0.0
23378	4fh	0.0	9.52653138992093e-05
23379	4fg	0.0	0.0
23380	4ff	0.0	0.0
23381	4fe	0.0	0.0
